patient_id,ho_ten,cccd,ngay_sinh,so_dien_thoai,email,dia_chi,benh,ket_qua_xet_nghiem,bac_si_phu_trach,ngay_kham
6ee35607-92ea-4324-ac93-e5962b015723,Nhật Văn Bùi,037550893272,24/07/1993,0887692542,janepham@example.org,"099 Jane Dãy
JaneThành phố, 191982",Khỏe mạnh,11.04,Thành Lê,23/03/2026
cc152a1b-e278-4642-a484-e035330faaa3,Cô Hồng Đặng,742785738519,11/10/2000,0375842203,kdang@example.net,"059 John Khu
Thị xã JaneXã, 344068",Tiểu đường,6.18,Cô Lâm Phạm,21/02/2026
ead18464-ca8e-458c-90f8-1063889fe107,Vi Phạm,370541709988,10/05/1988,0994406188,john23@example.net,"0 Hoàng Hẻm
Thị xã JaneQuận, 614259",Tiểu đường,8.96,Hương Nguyễn,15/02/2026
86c5547c-051a-4039-b803-dcee9a069295,Ông Dũng Hoàng,040880427059,29/11/1962,0866376200,janele@example.com,"2 Jane Ngõ
JaneXã, 205939",Khỏe mạnh,11.34,Khoa Tấn Lê,31/01/2026
cab63107-6fd6-4b3a-b2dd-9456bb7b6c05,Bác Phúc Mai,155670574218,21/01/1984,0563474787,johnbui@example.com,"209 Hoàng Đường
Huyện JohnPhường, 693022",Khỏe mạnh,4.08,Nhật Lê,06/03/2026
58c88c48-3ced-4d1f-93eb-22c9beced21a,Phúc Quang Đặng,886535032519,12/04/1996,0891581630,vujohn@example.org,"10 Jane Dãy
JohnThị xã, 617033",Tim mạch,5.42,Thành Hữu Trần,10/06/2026
93fb71d0-dd32-4d9c-89ea-356a7abfcebf,Chị Chi Trần,962120100332,15/01/1940,0513225264,john54@example.org,"21 Jane Dãy
Thị xã JohnXã, 555292",Khỏe mạnh,7.37,Cô Hà Đặng,09/02/2026
b27b7bb4-68c6-40b2-b0a2-cee8f9722cc1,Khoa Vũ,966704001743,28/10/1967,0825052838,nguyenjane@example.net,"050 Trần Khu
JohnThành phố, 126985",Tim mạch,6.9,Chị Dương Vũ,16/01/2026
4ef03f80-1d91-4e39-9801-4004793bed1b,Nhật Mai Bảo Vũ,237091012303,24/11/1947,0501956221,xle@example.com,"477 Phạm Khu
Quận JohnThành phố, 800596",Tiểu đường,8.76,Tùng Bảo Hoàng,14/02/2026
6319629b-d73e-4bb9-8f9c-a17b8db8dadf,Phương Mai Bảo Hoàng,378672309102,25/07/1967,0345904221,fvu@example.com,"9 John Dãy
Quận JohnQuận, 232315",Huyết áp cao,5.35,Hồng Trần,13/05/2026
d2938e6e-ff4d-4930-b3b0-fb536f75ee8a,Bà Thành Trần,267409176432,04/05/1947,0551093422,zmai@example.net,"7 Jane Ngõ
JohnQuận, 694116",Huyết áp cao,9.23,Hà Hoàng,01/06/2026
de12dbf1-493d-4196-8926-a02119da8262,Huy Đức Bùi,708989321191,31/07/2001,0521754104,lnguyen@example.com,"653 Jane Khu
JohnHuyện, 957091",Tiểu đường,6.75,Khoa Vũ,13/06/2026
af527666-b239-49f4-9bb5-46457ddac1b6,Lâm Lê,957933311942,21/05/1976,0840552730,rdang@example.net,"736 Mai Tổ
Quận JohnHuyện, 844037",Huyết áp cao,8.47,Bảo Văn Lê,07/02/2026
d6441a9d-3362-4476-953a-e57fe00bd534,Mai Nguyễn,505406073047,13/08/1997,0950085854,dangjohn@example.com,"6 John Làng
JaneXã, 567773",Tim mạch,10.76,Quý cô Khoa Mai,09/03/2026
e4fd6c34-d670-4a21-a9dc-073e5820b3f2,Vũ Vũ,911707921924,25/03/1939,0891074502,knguyen@example.net,"334 Mai Đường
Thị xã JohnPhường, 281614",Huyết áp cao,4.04,Mai Vũ,29/04/2026
b676291d-4e32-4b4b-b168-c605ce1a1669,Huy Bùi,818110368854,14/12/1982,0382017457,nvu@example.com,"1 Jane Khu
JohnThị xã, 166938",Tiểu đường,11.93,Anh Tấn Vũ,20/02/2026
e4729be5-f3c2-444a-b60a-3dcca7f77451,Trung Lê,034861302895,23/11/2005,0330568294,johnhoang@example.com,"0 Vũ Khu
JaneThị xã, 872519",Khỏe mạnh,8.81,Duyên Hoàng,08/06/2026
b69f5eab-b9ff-4c29-97d9-cbb0309e47ba,Quý cô Xuân Đặng,624782143146,15/07/2004,0503006477,john82@example.com,"4 Jane Ngõ
Huyện JohnPhường, 422002",Tiểu đường,9.4,Thành Phú Vũ,24/04/2026
1e26ed31-d9e9-4758-b6b9-04364b46ef33,Ông Nhiên Hoàng,090374654277,09/03/1945,0837538884,gpham@example.org,"4 Nguyễn Hẻm
Quận JaneThị xã, 697062",Khỏe mạnh,12.0,Anh Dũng Lê,01/06/2026
a18b5d15-5527-4407-bcd2-192f14b00f62,Bà Hải Nguyễn,887691133593,19/02/1936,0530675535,nvu@example.org,"12 Bùi Số
JaneThị xã, 104895",Khỏe mạnh,11.61,Vân Phạm,22/05/2026
e45a87e8-039a-4ed5-b337-b2615f8392d5,Minh Hoàng Nguyễn,970184556160,20/01/1936,0372030918,johndang@example.com,"9 Lê Ngõ
Huyện JaneThị xã, 863187",Huyết áp cao,4.17,Huy Trí Đặng,25/06/2026
303cb04b-c007-4336-9bf7-dda17d7c59a5,Quý cô An Phạm,474911717772,09/01/1966,0951234952,johnnguyen@example.net,"06 Mai Đường
Thành phố JohnThành phố, 823255",Tim mạch,10.18,Kim Dương,15/03/2026
797209c0-40b3-44f8-8c1a-b2c71fa3ed1f,Chị Nhật Nguyễn,887222405324,22/06/1976,0398313887,qtran@example.net,"18 Jane Ngõ
Thị xã JohnXã, 309452",Huyết áp cao,9.33,Minh Phạm,11/03/2026
290e3e89-4b9c-42f4-a8e5-c8cdb4146e4a,Vân Dương,487212886283,05/10/1963,0747957231,pdang@example.org,"972 John Ngõ
JohnThị xã, 410401",Tim mạch,8.78,Bảo Nguyễn,20/01/2026
0a190939-dfc7-4b26-acb9-41fcd02c75f9,Quang Đặng,165280992593,21/06/1993,0305327655,tranjohn@example.org,"57 Trần Tổ
JohnThành phố, 520245",Tim mạch,9.34,Nhật Đức Bùi,14/05/2026
6bf7240f-ccc6-4fed-ba6e-43d0d9c59cd9,Cô Bảo Nguyễn,044846808895,09/03/1957,0599634965,buijane@example.net,"6 Hoàng Đường
Thị xã JaneThành phố, 531262",Khỏe mạnh,10.97,Ông Vũ Vũ,08/05/2026
de4b061e-b45e-4463-832a-09e05071e5f0,Bà Vân Mai,969078707940,15/06/1948,0859923387,epham@example.com,"890 John Dãy
JohnThành phố, 887931",Khỏe mạnh,10.77,Bác Quang Đặng,24/02/2026
8ced4707-3903-4b65-81c6-1eeb0ce3c8c8,Kim Hải Trần,873689992783,22/12/1997,0328689582,choang@example.org,"17 John Số
JohnXã, 675771",Huyết áp cao,11.17,Ánh Trần,03/06/2026
a335b2c8-9e7b-4e95-b692-641a9aad10ce,Minh Mai,653137042928,24/08/1963,0525829794,xdang@example.org,"89 Đặng Dãy
Thành phố JohnThành phố, 457938",Huyết áp cao,9.83,Khoa Phú Trần,09/01/2026
23f47a55-7e0f-40b2-aa06-1609e599bd3c,Hà Đức Hoàng,663503335144,27/02/1962,0760605582,johnbui@example.org,"5 Jane Đường
Thị xã JanePhường, 717942",Tiểu đường,9.32,Quý cô An Mai,23/05/2026
6ecca931-ef70-4d01-8da0-3d880c6f3051,Anh Nhiên Lê,366596572923,18/12/1952,0512435922,buijane@example.net,"3 Bùi Tổ
JaneQuận, 244892",Tiểu đường,4.5,Khoa Thế Mai,17/06/2026
ef7db821-bca0-458e-b63d-65d5505c7527,Chị Mai Hoàng,554400125587,15/01/1975,0310521983,john28@example.net,"1 Mai Dãy
JaneThị xã, 947568",Tiểu đường,7.14,Vân Trần,05/01/2026
ab95c72f-0d95-4af5-a534-21bc6180b78a,Mai Vũ,325381853223,25/05/1957,0584056016,jane20@example.net,"0 Dương Ngõ
Thị xã JohnXã, 922405",Tiểu đường,10.01,Hưng Bùi,17/03/2026
f9cf8499-c9c1-4d45-b4ea-6b976aa415b5,Tùng Thị Nguyễn,241403198558,13/09/1969,0755566661,janepham@example.net,"8 John Khu
JohnPhường, 178086",Huyết áp cao,9.19,Chị Nhật Mai,24/01/2026
4773e66a-6db2-4020-8a67-01436090103c,Hoàng Lê,418591144682,14/03/1970,0562190754,dangjane@example.net,"590 Dương Tổ
Huyện JohnQuận, 645895",Tim mạch,10.57,Phương Lê,22/03/2026
1789be63-6746-4743-897b-303d8b074d1a,Quang Hoàng Đặng,788378336303,20/07/1980,0996782995,jane39@example.net,"573 John Tổ
JohnThị xã, 369054",Tim mạch,4.62,Nam Mai,09/06/2026
cd8565ce-83a9-4235-9ffd-4015c53f1db3,Quý ông Hưng Vũ,631236532712,10/09/1961,0797125894,john12@example.net,"361 Jane Ngõ
Thành phố JanePhường, 447828",Tim mạch,6.91,Hương Trần,11/01/2026
8ede9b46-407d-4aff-8b51-a9112d90e4ee,Khoa Phạm,296307963901,11/09/1970,0828455281,cbui@example.net,"618 John Đường
Huyện JohnHuyện, 925115",Tim mạch,3.95,Trọng Trần,24/02/2026
61a451ff-700b-4b43-ad3b-9d13c3e90323,Hải Văn Dương,263049925206,07/10/1956,0958165937,johnbui@example.net,"50 John Đường
Thị xã JohnHuyện, 320256",Khỏe mạnh,6.96,Trung Bảo Mai,28/01/2026
9dec2b83-3885-4f7e-af1a-25a829344e15,Trung Trần,897185429582,05/03/1960,0587833669,maijane@example.net,"1 Trần Làng
JaneHuyện, 234443",Tim mạch,9.63,Cô Thảo Hoàng,14/01/2026
7c6166df-515a-4b43-b189-1f48e66e2c11,Bác Trọng Vũ,627439640751,26/03/1956,0705441719,jane62@example.org,"6 Đặng Hẻm
JaneThị xã, 566991",Huyết áp cao,6.36,Khoa Mai Bảo Mai,22/01/2026
14fc3a5d-9b4b-4377-a542-deb92cff45f8,Hoàng Mai,215912174883,24/03/1962,0749748088,john10@example.net,"3 Jane Dãy
Huyện JaneQuận, 909652",Tim mạch,11.61,Hoàng Dương,08/04/2026
5d264b1b-6593-4659-972e-8c6882aa5c46,Dương Phạm,599105097350,24/01/1958,0359453241,janele@example.org,"7 Nguyễn Làng
JohnThành phố, 377198",Tiểu đường,7.15,Quang Thị Phạm,11/04/2026
635a11f2-5c7a-483d-8a9d-2704e860bcb1,Quý ông Hưng Nguyễn,640126103919,07/08/1979,0783801599,maijane@example.net,"65 Jane Số
Thị xã JaneHuyện, 610511",Tim mạch,6.66,Ông Minh Lê,27/03/2026
83b8fa05-13bc-4dc6-bae0-acdb2a6524af,Trung Lê,257464861383,06/12/1960,0850176865,janehoang@example.net,"51 Dương Dãy
Quận JaneThành phố, 355506",Tiểu đường,11.66,Lan Hoàng,26/04/2026
833c8f55-a129-4fa2-a27d-4660293fc266,Xuân Hoàng,548951600064,25/06/1955,0771651234,lejane@example.org,"9 Jane Ngõ
Thị xã JaneThị xã, 278852",Khỏe mạnh,6.1,Quý cô Duyên Lê,04/06/2026
2e8ff5a8-c47a-4b7e-9209-383b95284c0a,Phúc Đặng,505675315456,18/03/1997,0778331459,phamjane@example.com,"886 John Hẻm
JohnXã, 627778",Tim mạch,7.1,Hà Dương,09/05/2026
8a0ea57a-9a7d-409d-a6e8-790b215d3b1f,Xuân Bùi,416250091490,17/07/2006,0793152798,cdang@example.net,"65 Jane Hẻm
JaneQuận, 187889",Tim mạch,10.67,Trọng Mai,21/03/2026
b58ac738-0166-4221-b063-ae7f41ff81d1,Duyên Mai,680205605869,13/07/1951,0321448781,buijohn@example.net,"12 Hoàng Khu
JaneXã, 483405",Tiểu đường,7.52,Thành Phạm,22/03/2026
7b8301cf-8ebc-4d7e-88a6-5b858d56bff6,Bà Phương Mai,199883476787,01/05/2001,0855065287,jane95@example.net,"1 Jane Hẻm
Quận JaneHuyện, 939756",Khỏe mạnh,9.67,Lan Bùi,04/05/2026
d2c0dec2-1751-44d7-8deb-2696015aba1d,Quý cô Khoa Bùi,651565978876,28/06/1947,0950891014,vujohn@example.com,"6 Hoàng Khu
Quận JaneThị xã, 111230",Tim mạch,8.48,Bà Mai Nguyễn,02/06/2026
b2cd9a0a-840c-4cb0-82b3-43849979cf26,Chị Dương Nguyễn,273827116784,14/06/1984,0759021497,johnle@example.org,"JanePhường
93 John Ngõ, 676289",Khỏe mạnh,5.62,Tùng Hoàng,09/03/2026
46c937e0-d0c5-4550-b69a-053958f42098,Chị Chi Bùi,339464614464,16/02/1936,0752400101,john68@example.org,"18 Mai Khu
JaneXã, 607122",Tim mạch,4.74,Bà Vi Dương,13/05/2026
dcad8ec2-963a-4333-a582-95dc75f1c654,Chi Trần,377224948286,01/08/1970,0584863723,buijohn@example.net,"58 Jane Làng
JohnThị xã, 806423",Tim mạch,8.34,Vũ Xuân Dương,02/03/2026
92ded495-e4f1-48e8-b7f3-f32b5a81762a,Phúc Phạm,778411680478,29/05/2003,0960344516,johnpham@example.com,"952 John Ngõ
JohnXã, 144316",Tim mạch,7.04,Bác Trọng Đặng,06/04/2026
e5a1c6e4-e188-4146-bc40-a3d4e5eb4549,Châu Lê,474770844037,21/01/2005,0532624296,jane39@example.org,"80 Bùi Hẻm
JohnPhường, 643377",Khỏe mạnh,10.2,Bác Nam Nguyễn,11/05/2026
19ca9c1b-94bc-447a-a122-318935f3de4a,Quang Đức Lê,334868021496,08/04/1971,0571810223,janeduong@example.net,"63 Đặng Tổ
JaneThị xã, 288627",Tiểu đường,10.7,Chị Hà Vũ,06/06/2026
db370ca7-6ea5-4341-8e2a-c3ff3c5dba42,Lâm Trí Lê,197786867291,13/11/1999,0583794438,lejane@example.com,"44 Jane Ngõ
Thành phố JohnHuyện, 599687",Khỏe mạnh,9.3,Nhật Đặng,20/02/2026
8eb7c306-8f73-498e-9c3d-0d5f5c6801d6,Quang Nguyễn,651914847374,14/07/1991,0870934412,dangjohn@example.net,"55 Dương Ngõ
JaneThị xã, 762398",Tiểu đường,3.78,Chị Hải Đặng,23/03/2026
679f2f42-9256-4707-9cc0-5b67a19b224a,Hà Lê,944605108392,05/04/1982,0847414580,janedang@example.net,"6 Dương Tổ
JaneQuận, 292818",Tiểu đường,7.04,Lan Phạm,09/05/2026
b360dfaa-be6e-4d47-b0c0-804b406bf02d,Lâm Lê,379981101813,13/07/1989,0980170642,tranjohn@example.com,"81 Jane Hẻm
Thị xã JaneQuận, 359414",Tim mạch,7.28,Bảo Lê,26/01/2026
075072d6-2bac-4712-96a9-19e886d895e5,Dương Đặng,555763872868,02/10/1979,0537977692,iduong@example.com,"8 Jane Số
JaneThị xã, 665883",Khỏe mạnh,10.83,Cô Chi Vũ,13/03/2026
4db6f475-27dd-4ac4-8282-b6e46986305a,Ngọc Mai,730219666296,16/01/1954,0920965036,jane78@example.org,"40 Vũ Làng
Huyện JohnThị xã, 687783",Huyết áp cao,9.98,Kim Hải Lê,19/05/2026
d413c850-63c4-476d-a55f-a725bcb3c168,Lâm Đức Trần,682059524934,16/12/1992,0567524895,janevu@example.net,"31 John Khu
Thị xã JaneHuyện, 834498",Tiểu đường,8.27,Anh Dũng Nguyễn,30/01/2026
05aa5eab-88f3-47ea-b83f-52740cb4afe1,Cô Hạnh Vũ,883504842996,05/07/1952,0705251359,onguyen@example.org,"564 Đặng Dãy
Huyện JohnQuận, 158760",Khỏe mạnh,11.87,Thành Trần,16/04/2026
e54c8739-3133-439e-ae7d-952b785b8a07,Thành Nguyễn,059385629286,03/02/1952,0727080947,janeduong@example.org,"718 Jane Số
JaneQuận, 759726",Tiểu đường,5.5,Yến Mai,12/04/2026
a3760c2d-7b31-4cdc-80d9-1a8e1f44aa88,Trung Đặng,405181507063,01/08/1942,0598989180,johnpham@example.net,"491 Phạm Đường
Thị xã JohnHuyện, 908239",Khỏe mạnh,7.77,Lâm Lê,08/04/2026
56a2d49d-9e5f-4273-af9a-116817661795,Ngọc Đặng,588129049469,10/06/1956,0597809906,lejane@example.org,"30 Đặng Hẻm
JohnThị xã, 840951",Tim mạch,11.21,Bác Tùng Dương,06/02/2026
59008d65-8b2a-4759-afc6-c4e691135d7e,Bảo Đức Hoàng,213440489698,25/04/1957,0745878422,maijohn@example.com,"5 Nguyễn Số
Thành phố JaneXã, 350385",Tim mạch,10.9,Vũ Hữu Phạm,12/04/2026
8d2cfe83-c407-4654-bf5f-61aaaee7c7a5,Bà Thành Bùi,621221235250,27/04/1979,0386101998,tranjohn@example.org,"031 Phạm Ngõ
Thị xã JaneXã, 754280",Huyết áp cao,11.77,Hưng Đặng,12/02/2026
03599c6d-1224-4bd2-b7c4-b3ee9b1fc6d1,Quý cô Xuân Trần,955023475877,13/03/1999,0365896527,dangjane@example.com,"4 John Khu
Quận JohnThành phố, 860397",Tim mạch,11.68,Quý cô Mai Phạm,13/04/2026
a0154d65-91ed-454a-bfae-ef01a8290f3c,Quý cô Nhật Trần,756410010923,18/03/1984,0542842681,gbui@example.org,"5 Jane Tổ
JaneHuyện, 532373",Tim mạch,9.84,Nhật Tấn Hoàng,16/02/2026
60042231-36c3-4e85-8bae-295e902a405c,Quang Dương,820903570754,25/05/1996,0877355774,unguyen@example.org,"Quận JaneThành phố
350 Mai Hẻm, 198867",Tim mạch,10.9,Chi Đặng,31/01/2026
e3be7ca0-5df9-44fb-83d6-43ed236eb832,Chị Thảo Vũ,702777033202,01/01/1948,0886091617,nhoang@example.net,"27 Jane Đường
JohnThành phố, 908348",Tiểu đường,4.65,Quang Bảo Bùi,18/06/2026
3a0a2b59-c538-4872-9eaa-543e1edbbe71,Dương Bùi,297113789189,10/11/1942,0977512055,john58@example.net,"067 John Số
JaneQuận, 238610",Tim mạch,8.35,Vũ Mai Bảo Hoàng,25/05/2026
4336ffe5-6631-46a7-8c53-b74c0c9fa6e6,Kim Mai,883281127627,17/08/1994,0371515131,johnduong@example.net,"9 John Làng
Huyện JaneHuyện, 817999",Khỏe mạnh,8.01,Hà Bùi,24/03/2026
521be8c2-30c3-4f8a-992a-b43d5d822e3a,Trọng Văn Vũ,147017146504,12/07/1958,0722278894,jane92@example.com,"521 John Làng
Huyện JohnHuyện, 827497",Khỏe mạnh,4.49,Hạnh Dương,02/04/2026
bd717da3-3581-4632-94f5-df7005d2d205,Chị Vân Mai,128171127916,11/09/1970,0747825194,uhoang@example.org,"98 Jane Hẻm
Huyện JohnPhường, 747983",Khỏe mạnh,11.09,Hưng Dương,08/05/2026
637e3f94-110c-4d92-8222-305df1f71605,Quang Trần,667185389400,02/02/1938,0531706257,jane36@example.net,"Huyện JaneXã
387 John Làng, 655132",Tiểu đường,3.84,Dũng Dương,18/03/2026
58c69158-04b4-4ac9-a831-7f0dbe9063fb,Quang Thế Phạm,867403004291,18/09/2003,0836024215,john46@example.org,"256 John Số
Thị xã JohnXã, 260169",Tim mạch,8.03,Hạnh Tấn Dương,16/04/2026
2379c05f-a708-4280-b4ee-0b6721bbd183,Chị Thảo Mai,314709205863,25/11/1953,0748043302,ple@example.net,"881 Jane Hẻm
Huyện JaneThị xã, 418083",Tiểu đường,4.7,Bác Hoàng Phạm,21/01/2026
